tokens,count,source
Majestic,6,"['FBI_40', 'FBI_docs.txt']"
South,6,"['CIA_03', 'CIA_14', 'CIA_31', 'CIA_docs.txt']"
FARC,6,"['CIA_03', 'CIA_docs.txt', 'FBI_37', 'FBI_38', 'FBI_docs.txt']"
website,6,"['FBI_39', 'FBI_docs.txt']"
ten,6,"['CIA_37', 'CIA_docs.txt', 'FBI_15', 'FBI_18', 'FBI_docs.txt']"
trips,6,"['CIA_16', 'CIA_docs.txt', 'FBI_16', 'FBI_24', 'FBI_docs.txt']"
associations,6,"['CIA_16', 'CIA_30', 'CIA_docs.txt', 'FBI_09', 'FBI_docs.txt']"
R.,6,"['CIA_16', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'NSA_04', 'NSA_docs.txt']"
Based,6,"['CIA_16', 'CIA_17', 'CIA_docs.txt', 'FBI_14', 'FBI_docs.txt']"
planning,6,"['CIA_06', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt']"
stay,6,"['FBI_24', 'FBI_docs.txt', 'NSA_02', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
too,6,"['FBI_23', 'FBI_docs.txt', 'NSA_14', 'NSA_15', 'NSA_17', 'NSA_docs.txt']"
long,6,"['FBI_23', 'FBI_39', 'FBI_docs.txt', 'NSA_14', 'NSA_docs.txt']"
Investigators,6,"['FBI_23', 'FBI_31', 'FBI_32', 'FBI_docs.txt']"
fled,6,"['CIA_11', 'CIA_docs.txt', 'FBI_13', 'FBI_23', 'FBI_docs.txt']"
day,6,"['CIA_11', 'CIA_39', 'CIA_docs.txt', 'FBI_33', 'FBI_docs.txt']"
Intelligence,6,"['CIA_11', 'CIA_18', 'CIA_26', 'CIA_docs.txt']"
subject,6,"['FBI_08', 'FBI_14', 'FBI_18', 'FBI_docs.txt']"
she,6,"['FBI_08', 'FBI_11', 'FBI_docs.txt']"
Insurance,6,"['FBI_10', 'FBI_docs.txt']"
Missouri,6,"['FBI_10', 'FBI_12', 'FBI_14', 'FBI_docs.txt']"
MO,6,"['FBI_10', 'FBI_13', 'FBI_docs.txt']"
next,6,"['FBI_09', 'FBI_33', 'FBI_docs.txt', 'NSA_21', 'NSA_docs.txt']"
applied,6,"['CIA_10', 'CIA_23', 'CIA_docs.txt', 'FBI_20', 'FBI_docs.txt']"
Seashore,6,"['CIA_10', 'CIA_38', 'CIA_docs.txt', 'NSA_20', 'NSA_docs.txt']"
Star,6,"['CIA_10', 'CIA_32', 'CIA_42', 'CIA_docs.txt']"
hotels,6,"['CIA_10', 'CIA_21', 'CIA_22', 'CIA_docs.txt']"
Bellaire,6,"['FBI_09', 'FBI_32', 'FBI_33', 'FBI_docs.txt']"
militia,6,"['FBI_09', 'FBI_25', 'FBI_docs.txt']"
meetings,6,"['FBI_09', 'FBI_24', 'FBI_25', 'FBI_docs.txt']"
USCBP,6,"['FBI_26', 'FBI_28', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
custody,6,"['FBI_26', 'FBI_34', 'FBI_36', 'FBI_docs.txt']"
documents,6,"['CIA_06', 'CIA_docs.txt', 'FBI_26', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Khost,6,"['CIA_06', 'CIA_33', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt']"
including,6,"['CIA_37', 'CIA_docs.txt', 'FBI_09', 'FBI_29', 'FBI_docs.txt']"
raid,6,"['CIA_37', 'CIA_docs.txt', 'FBI_06', 'FBI_docs.txt']"
wearing,6,"['CIA_36', 'CIA_39', 'CIA_docs.txt', 'FBI_13', 'FBI_docs.txt']"
agreed,6,"['CIA_37', 'CIA_docs.txt', 'FBI_28', 'FBI_34', 'FBI_docs.txt']"
keep,6,"['CIA_37', 'CIA_39', 'CIA_docs.txt', 'FBI_39', 'FBI_docs.txt']"
seen,6,"['CIA_17', 'CIA_docs.txt', 'FBI_32', 'FBI_docs.txt', 'NSA_08', 'NSA_docs.txt']"
1990,6,"['CIA_17', 'CIA_docs.txt', 'FBI_14', 'FBI_docs.txt']"
help,6,"['CIA_36', 'CIA_docs.txt', 'NSA_07', 'NSA_13', 'NSA_docs.txt']"
de,6,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_24', 'FBI_docs.txt']"
concerning,6,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_13', 'FBI_docs.txt']"
Egypt,6,"['CIA_06', 'CIA_24', 'CIA_docs.txt', 'FBI_16', 'FBI_docs.txt']"
Bean,6,"['FBI_22', 'FBI_docs.txt']"
Dahdah,6,"['FBI_21', 'FBI_docs.txt']"
leave,6,"['FBI_20', 'FBI_32', 'FBI_40', 'FBI_docs.txt']"
Officials,6,"['FBI_20', 'FBI_32', 'FBI_docs.txt']"
Rd.,6,"['FBI_19', 'FBI_31', 'FBI_34', 'FBI_docs.txt']"
Mid,6,"['FBI_10', 'FBI_docs.txt']"
each,6,"['FBI_10', 'FBI_35', 'FBI_docs.txt']"
Baker,6,"['CIA_10', 'CIA_docs.txt', 'FBI_02', 'FBI_21', 'FBI_docs.txt']"
Mosque,6,"['CIA_10', 'CIA_docs.txt', 'FBI_02', 'FBI_15', 'FBI_docs.txt']"
before,6,"['CIA_08', 'CIA_11', 'CIA_docs.txt', 'NSA_04', 'NSA_docs.txt']"
shown,6,"['CIA_08', 'CIA_docs.txt', 'FBI_08', 'FBI_14', 'FBI_docs.txt']"
interviewed,6,"['FBI_11', 'FBI_35', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
groups,6,"['FBI_10', 'FBI_28', 'FBI_docs.txt']"
files,6,"['FBI_11', 'FBI_docs.txt']"
"4,000",6,"['FBI_10', 'FBI_14', 'FBI_docs.txt']"
224,6,"['FBI_10', 'FBI_14', 'FBI_35', 'FBI_docs.txt']"
Paulson,6,"['FBI_10', 'FBI_14', 'FBI_35', 'FBI_docs.txt']"
993,6,"['CIA_09', 'CIA_14', 'CIA_docs.txt', 'NSA_07', 'NSA_docs.txt']"
Panamico,6,"['CIA_09', 'CIA_14', 'CIA_docs.txt', 'NSA_07', 'NSA_docs.txt']"
forces,6,"['CIA_09', 'CIA_19', 'CIA_docs.txt', 'NSA_22', 'NSA_docs.txt']"
searched,6,"['FBI_10', 'FBI_11', 'FBI_12', 'FBI_docs.txt']"
Surete,6,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_docs.txt']"
Avenue,6,"['CIA_03', 'CIA_23', 'CIA_docs.txt', 'NSA_09', 'NSA_docs.txt']"
picture,6,"['CIA_36', 'CIA_docs.txt', 'FBI_05', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
woman,6,"['CIA_36', 'CIA_docs.txt', 'FBI_08', 'FBI_13', 'FBI_docs.txt']"
checked,6,"['CIA_21', 'CIA_docs.txt']"
Sahara,6,"['CIA_21', 'CIA_22', 'CIA_docs.txt']"
refugee,6,"['CIA_20', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt']"
living,6,"['CIA_18', 'CIA_docs.txt', 'FBI_13', 'FBI_22', 'FBI_docs.txt']"
sold,6,"['CIA_34', 'CIA_docs.txt', 'NSA_22', 'NSA_docs.txt']"
currently,6,"['CIA_32', 'CIA_docs.txt', 'FBI_11', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
73,6,"['CIA_07', 'CIA_docs.txt', 'NSA_01', 'NSA_docs.txt']"
Duhesme,6,"['CIA_07', 'CIA_docs.txt', 'NSA_01', 'NSA_docs.txt']"
connection,6,"['CIA_07', 'CIA_docs.txt', 'FBI_08', 'FBI_23', 'FBI_docs.txt']"
Investigation,6,"['FBI_18', 'FBI_26', 'FBI_33', 'FBI_docs.txt']"
Cartagena,6,"['FBI_19', 'FBI_37', 'FBI_38', 'FBI_docs.txt']"
France,6,"['FBI_16', 'FBI_24', 'FBI_docs.txt', 'NSA_10', 'NSA_docs.txt']"
Checks,6,"['FBI_16', 'FBI_22', 'FBI_31', 'FBI_docs.txt']"
1994,6,"['FBI_11', 'FBI_20', 'FBI_21', 'FBI_docs.txt']"
over,6,"['CIA_09', 'CIA_docs.txt', 'FBI_10', 'FBI_23', 'FBI_docs.txt']"
Mamdouh,6,"['CIA_08', 'CIA_19', 'CIA_docs.txt']"
Hazmi,6,"['CIA_08', 'CIA_19', 'CIA_docs.txt']"
third,6,"['CIA_08', 'CIA_40', 'CIA_docs.txt', 'FBI_25', 'FBI_docs.txt']"
remember,6,"['CIA_08', 'CIA_docs.txt', 'FBI_19', 'FBI_docs.txt', 'NSA_06', 'NSA_docs.txt']"
learned,6,"['CIA_07', 'CIA_35', 'CIA_41', 'CIA_docs.txt']"
order,6,"['FBI_14', 'FBI_15', 'FBI_32', 'FBI_docs.txt']"
rent,6,"['FBI_13', 'FBI_23', 'FBI_docs.txt', 'NSA_02', 'NSA_docs.txt']"
item,6,"['FBI_13', 'FBI_39', 'FBI_docs.txt']"
Among,6,"['CIA_08', 'CIA_docs.txt', 'FBI_09', 'FBI_36', 'FBI_docs.txt']"
facility,6,"['CIA_08', 'CIA_docs.txt', 'FBI_21', 'FBI_33', 'FBI_docs.txt']"
border,6,"['CIA_08', 'CIA_docs.txt', 'FBI_19', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
things,6,"['CIA_07', 'CIA_36', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt']"
lived,6,"['FBI_13', 'FBI_18', 'FBI_22', 'FBI_docs.txt']"
Casino,6,"['FBI_12', 'FBI_docs.txt']"
ICNA,6,"['FBI_11', 'FBI_docs.txt']"
Mounir,6,"['FBI_11', 'FBI_35', 'FBI_41', 'FBI_docs.txt']"
Surveillance,6,"['CIA_03', 'CIA_24', 'CIA_26', 'CIA_docs.txt']"
Fahd,6,"['CIA_02', 'CIA_06', 'CIA_37', 'CIA_docs.txt']"
active,6,"['CIA_31', 'CIA_docs.txt', 'FBI_19', 'FBI_21', 'FBI_docs.txt']"
Atlantic,6,"['CIA_21', 'CIA_22', 'CIA_docs.txt']"
From,6,"['CIA_31', 'CIA_35', 'CIA_docs.txt', 'FBI_19', 'FBI_docs.txt']"
ago,6,"['CIA_31', 'CIA_docs.txt', 'NSA_19', 'NSA_docs.txt']"
See,6,"['CIA_30', 'CIA_docs.txt', 'FBI_01', 'FBI_26', 'FBI_docs.txt']"
available,6,"['CIA_30', 'CIA_docs.txt', 'FBI_24', 'FBI_29', 'FBI_docs.txt']"
news,6,"['CIA_29', 'CIA_docs.txt', 'NSA_20', 'NSA_docs.txt']"
Agency,6,"['CIA_29', 'CIA_docs.txt', 'FBI_01', 'FBI_04', 'FBI_docs.txt']"
VA.,6,"['CIA_28', 'CIA_docs.txt', 'FBI_08', 'FBI_docs.txt']"
Courage,6,"['CIA_28', 'CIA_39', 'CIA_docs.txt']"
shop,6,"['CIA_24', 'CIA_docs.txt', 'FBI_21', 'FBI_24', 'FBI_docs.txt']"
1970,6,"['CIA_23', 'CIA_40', 'CIA_docs.txt', 'FBI_14', 'FBI_docs.txt']"
overheard,6,"['CIA_23', 'CIA_30', 'CIA_40', 'CIA_docs.txt']"
speaking,6,"['CIA_23', 'CIA_30', 'CIA_docs.txt', 'NSA_05', 'NSA_docs.txt']"
granted,6,"['CIA_23', 'CIA_docs.txt', 'FBI_20', 'FBI_docs.txt']"
21st,6,"['NSA_16', 'NSA_18', 'NSA_docs.txt']"
guests,6,"['NSA_17', 'NSA_19', 'NSA_20', 'NSA_docs.txt']"
supposed,6,"['NSA_16', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
Martin,6,"['CIA_23', 'CIA_docs.txt', 'NSA_09', 'NSA_16', 'NSA_docs.txt']"
guess,6,"['NSA_16', 'NSA_22', 'NSA_docs.txt']"
worry,4,"['NSA_18', 'NSA_21', 'NSA_docs.txt']"
Cuidad,4,"['NSA_17', 'NSA_21', 'NSA_docs.txt']"
here,4,"['NSA_16', 'NSA_22', 'NSA_docs.txt']"
card,4,"['CIA_01', 'CIA_docs.txt', 'FBI_20', 'FBI_docs.txt']"
Hello,4,"['NSA_16', 'NSA_22', 'NSA_docs.txt']"
7,4,"['CIA_26', 'CIA_docs.txt', 'FBI_41', 'FBI_docs.txt']"
Malaysian,4,"['CIA_27', 'CIA_38', 'CIA_docs.txt']"
either,4,"['CIA_27', 'CIA_docs.txt', 'FBI_14', 'FBI_docs.txt']"
destinations,4,"['CIA_28', 'CIA_docs.txt', 'NSA_19', 'NSA_docs.txt']"
"150,000",4,"['CIA_25', 'CIA_docs.txt', 'FBI_28', 'FBI_docs.txt']"
Peoples,4,"['CIA_25', 'CIA_docs.txt']"
driven,4,"['CIA_23', 'CIA_docs.txt', 'FBI_10', 'FBI_docs.txt']"
fluent,4,"['CIA_23', 'CIA_30', 'CIA_docs.txt']"
cab,4,"['CIA_23', 'CIA_40', 'CIA_docs.txt']"
coming,4,"['CIA_24', 'CIA_docs.txt', 'NSA_22', 'NSA_docs.txt']"
411,4,"['CIA_24', 'CIA_docs.txt', 'FBI_24', 'FBI_docs.txt']"
Ramses,4,"['CIA_24', 'CIA_docs.txt', 'FBI_24', 'FBI_docs.txt']"
birth,4,"['CIA_23', 'CIA_30', 'CIA_docs.txt']"
4,4,"['CIA_23', 'CIA_26', 'CIA_docs.txt']"
understand,4,"['NSA_15', 'NSA_docs.txt']"
Strizi,4,"['CIA_01', 'CIA_05', 'CIA_docs.txt']"
Tehran,4,"['NSA_15', 'NSA_docs.txt']"
2000-2001,4,"['CIA_02', 'CIA_docs.txt']"
b,4,"['CIA_02', 'CIA_06', 'CIA_docs.txt']"
send,4,"['NSA_12', 'NSA_17', 'NSA_docs.txt']"
recommend,4,"['NSA_13', 'NSA_docs.txt']"
fine,4,"['NSA_11', 'NSA_19', 'NSA_docs.txt']"
brief,4,"['NSA_10', 'NSA_12', 'NSA_docs.txt']"
Plasencia,4,"['NSA_11', 'NSA_18', 'NSA_docs.txt']"
20th,4,"['NSA_08', 'NSA_docs.txt']"
'll,4,"['NSA_08', 'NSA_22', 'NSA_docs.txt']"
c,4,"['CIA_02', 'CIA_06', 'CIA_docs.txt']"
Can,4,"['NSA_07', 'NSA_13', 'NSA_docs.txt']"
Let,4,"['NSA_05', 'NSA_14', 'NSA_docs.txt']"
am,4,"['NSA_06', 'NSA_22', 'NSA_docs.txt']"
rder3,4,"['NSA_04', 'NSA_docs.txt']"
six,4,"['CIA_29', 'CIA_docs.txt', 'FBI_02', 'FBI_docs.txt']"
tracking,4,"['CIA_30', 'CIA_docs.txt', 'FBI_39', 'FBI_docs.txt']"
Additional,4,"['CIA_30', 'CIA_41', 'CIA_docs.txt']"
city,4,"['CIA_29', 'CIA_docs.txt', 'FBI_15', 'FBI_docs.txt']"
ports,4,"['CIA_28', 'CIA_docs.txt']"
cattle,4,"['CIA_29', 'CIA_docs.txt']"
areas,4,"['CIA_28', 'CIA_docs.txt', 'FBI_39', 'FBI_docs.txt']"
shipping,4,"['CIA_28', 'CIA_39', 'CIA_docs.txt']"
regularly,4,"['CIA_28', 'CIA_docs.txt', 'FBI_21', 'FBI_docs.txt']"
deliver,4,"['CIA_28', 'CIA_docs.txt', 'NSA_14', 'NSA_docs.txt']"
Cesar,4,"['CIA_03', 'CIA_30', 'CIA_docs.txt']"
moved,4,"['CIA_03', 'CIA_docs.txt', 'FBI_23', 'FBI_docs.txt']"
Cabrito,4,"['NSA_03', 'NSA_12', 'NSA_docs.txt']"
leaves,4,"['FBI_41', 'FBI_docs.txt']"
Royal,4,"['FBI_41', 'FBI_docs.txt']"
Norwegian,4,"['FBI_41', 'FBI_docs.txt']"
Sea,4,"['FBI_41', 'FBI_docs.txt']"
Aire,4,"['FBI_41', 'FBI_docs.txt']"
due,4,"['FBI_41', 'FBI_docs.txt']"
booking,4,"['FBI_40', 'FBI_docs.txt']"
Clipper,4,"['FBI_40', 'FBI_docs.txt']"
lines,4,"['FBI_40', 'FBI_41', 'FBI_docs.txt']"
stolen,4,"['FBI_39', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
cocaine,4,"['CIA_04', 'CIA_docs.txt']"
National,4,"['CIA_04', 'CIA_docs.txt', 'FBI_27', 'FBI_docs.txt']"
Lopez,4,"['CIA_03', 'CIA_docs.txt']"
Madero,4,"['FBI_38', 'FBI_docs.txt', 'NSA_13', 'NSA_docs.txt']"
posted,4,"['FBI_39', 'FBI_docs.txt']"
Government,4,"['FBI_39', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt']"
Type,4,"['FBI_37', 'FBI_38', 'FBI_docs.txt']"
frequently,4,"['CIA_04', 'CIA_31', 'CIA_docs.txt']"
mailed,4,"['FBI_37', 'FBI_38', 'FBI_docs.txt']"
post,4,"['FBI_37', 'FBI_38', 'FBI_docs.txt']"
Hyderabad,4,"['CIA_22', 'CIA_docs.txt']"
around,4,"['CIA_31', 'CIA_docs.txt', 'FBI_37', 'FBI_docs.txt']"
aerosolized,4,"['CIA_31', 'CIA_docs.txt']"
Ramirez,4,"['CIA_21', 'CIA_docs.txt', 'NSA_19', 'NSA_docs.txt']"
Oasis,4,"['CIA_22', 'CIA_docs.txt', 'NSA_04', 'NSA_docs.txt']"
forged,4,"['CIA_30', 'CIA_docs.txt', 'FBI_13', 'FBI_docs.txt']"
town,4,"['CIA_31', 'CIA_docs.txt', 'FBI_19', 'FBI_docs.txt']"
State,4,"['CIA_31', 'CIA_docs.txt', 'FBI_10', 'FBI_docs.txt']"
1991,4,"['CIA_04', 'CIA_docs.txt', 'FBI_35', 'FBI_docs.txt']"
school,4,"['CIA_04', 'CIA_30', 'CIA_docs.txt']"
technicians,4,"['CIA_04', 'CIA_30', 'CIA_docs.txt']"
capacity,4,"['CIA_04', 'CIA_17', 'CIA_docs.txt']"
representatives,4,"['CIA_04', 'CIA_docs.txt', 'FBI_10', 'FBI_docs.txt']"
recognized,4,"['CIA_04', 'CIA_41', 'CIA_docs.txt']"
required,4,"['FBI_36', 'FBI_docs.txt', 'NSA_20', 'NSA_docs.txt']"
Black,4,"['FBI_36', 'FBI_docs.txt']"
Ice,4,"['FBI_36', 'FBI_docs.txt']"
anyone,4,"['FBI_36', 'FBI_docs.txt', 'NSA_08', 'NSA_docs.txt']"
job,4,"['FBI_36', 'FBI_docs.txt']"
once,4,"['FBI_35', 'FBI_docs.txt']"
Hamza,4,"['FBI_35', 'FBI_41', 'FBI_docs.txt']"
Midhar,4,"['FBI_35', 'FBI_41', 'FBI_docs.txt']"
Mamoun,4,"['FBI_35', 'FBI_41', 'FBI_docs.txt']"
Zammar,4,"['FBI_35', 'FBI_41', 'FBI_docs.txt']"
Checking,4,"['FBI_35', 'FBI_docs.txt']"
verified,4,"['FBI_35', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Then,4,"['FBI_35', 'FBI_36', 'FBI_docs.txt']"
copper,4,"['FBI_34', 'FBI_docs.txt']"
drove,4,"['CIA_34', 'CIA_42', 'CIA_docs.txt']"
probably,4,"['CIA_34', 'CIA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
program,4,"['CIA_31', 'CIA_33', 'CIA_docs.txt']"
record,4,"['CIA_32', 'CIA_docs.txt', 'FBI_11', 'FBI_docs.txt']"
al-Omari,4,"['CIA_33', 'CIA_docs.txt', 'FBI_26', 'FBI_docs.txt']"
ran,4,"['CIA_33', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt']"
hard,4,"['CIA_33', 'CIA_docs.txt', 'FBI_39', 'FBI_docs.txt']"
More,4,"['CIA_31', 'CIA_docs.txt', 'FBI_24', 'FBI_docs.txt']"
recent,4,"['CIA_31', 'CIA_docs.txt', 'FBI_15', 'FBI_docs.txt']"
wife,4,"['CIA_31', 'CIA_docs.txt', 'NSA_22', 'NSA_docs.txt']"
still,4,"['CIA_31', 'CIA_36', 'CIA_docs.txt']"
Response,4,"['CIA_23', 'CIA_28', 'CIA_docs.txt']"
forms,4,"['CIA_31', 'CIA_docs.txt']"
biological,4,"['CIA_31', 'CIA_docs.txt']"
region,4,"['CIA_04', 'CIA_29', 'CIA_docs.txt']"
1950,4,"['CIA_05', 'CIA_31', 'CIA_docs.txt']"
central,4,"['CIA_06', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt']"
receipt,4,"['FBI_33', 'FBI_35', 'FBI_docs.txt']"
StoreAll,4,"['FBI_33', 'FBI_docs.txt']"
designed,4,"['FBI_31', 'FBI_36', 'FBI_docs.txt']"
unknown,4,"['FBI_31', 'FBI_docs.txt']"
"48,000",4,"['FBI_30', 'FBI_35', 'FBI_docs.txt']"
Scholarship,4,"['FBI_30', 'FBI_35', 'FBI_docs.txt']"
1721,4,"['FBI_30', 'FBI_35', 'FBI_docs.txt']"
Glade,4,"['FBI_30', 'FBI_35', 'FBI_docs.txt']"
Reston,4,"['FBI_30', 'FBI_35', 'FBI_docs.txt']"
VA,4,"['FBI_30', 'FBI_35', 'FBI_docs.txt']"
began,4,"['FBI_31', 'FBI_docs.txt', 'NSA_13', 'NSA_docs.txt']"
accessed,4,"['FBI_29', 'FBI_36', 'FBI_docs.txt']"
access,4,"['FBI_29', 'FBI_docs.txt', 'NSA_13', 'NSA_docs.txt']"
industries,4,"['FBI_29', 'FBI_docs.txt']"
alert,4,"['FBI_29', 'FBI_31', 'FBI_docs.txt']"
outside,4,"['CIA_20', 'CIA_docs.txt', 'FBI_02', 'FBI_docs.txt']"
Query,4,"['CIA_21', 'CIA_22', 'CIA_docs.txt']"
registering,4,"['CIA_21', 'CIA_22', 'CIA_docs.txt']"
teaches,4,"['CIA_36', 'CIA_docs.txt', 'FBI_08', 'FBI_docs.txt']"
1967,4,"['CIA_18', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt']"
Recently,4,"['CIA_19', 'CIA_33', 'CIA_docs.txt']"
cases,4,"['CIA_35', 'CIA_docs.txt']"
vicinity,4,"['CIA_35', 'CIA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
FMD,4,"['CIA_35', 'CIA_docs.txt', 'FBI_38', 'FBI_docs.txt']"
Control,4,"['CIA_35', 'CIA_docs.txt', 'FBI_29', 'FBI_docs.txt']"
CDC,4,"['CIA_35', 'CIA_docs.txt']"
Pieter,4,"['FBI_28', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
Hoveniersstraat,4,"['FBI_28', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
Antwerp,4,"['FBI_28', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
Belgium,4,"['FBI_28', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
receives,4,"['FBI_28', 'FBI_docs.txt']"
Belgian,4,"['FBI_28', 'FBI_docs.txt']"
Carrizo,4,"['FBI_26', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Springs,4,"['FBI_26', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Pakhtia,4,"['CIA_06', 'CIA_07', 'CIA_docs.txt']"
Osama,4,"['CIA_06', 'CIA_docs.txt']"
bin,4,"['CIA_06', 'CIA_docs.txt']"
Laden,4,"['CIA_06', 'CIA_docs.txt']"
successful,4,"['CIA_06', 'CIA_12', 'CIA_docs.txt']"
Motel,4,"['FBI_25', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
headed,4,"['CIA_06', 'CIA_docs.txt']"
GAM,4,"['FBI_25', 'FBI_docs.txt']"
Clark,4,"['FBI_23', 'FBI_docs.txt']"
hope,4,"['FBI_23', 'FBI_docs.txt', 'NSA_01', 'NSA_docs.txt']"
Acting,4,"['FBI_23', 'FBI_31', 'FBI_docs.txt']"
237,4,"['FBI_23', 'FBI_docs.txt']"
Hayes,4,"['FBI_23', 'FBI_docs.txt']"
l'Etat,4,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_docs.txt']"
bulletin,4,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_docs.txt']"
initial,4,"['FBI_23', 'FBI_35', 'FBI_docs.txt']"
than,4,"['CIA_36', 'CIA_docs.txt', 'FBI_07', 'FBI_docs.txt']"
Union,4,"['CIA_36', 'CIA_docs.txt', 'FBI_14', 'FBI_docs.txt']"
Sands,4,"['CIA_21', 'CIA_22', 'CIA_docs.txt']"
personally,4,"['CIA_36', 'CIA_docs.txt', 'FBI_14', 'FBI_docs.txt']"
Toyota,4,"['FBI_23', 'FBI_docs.txt']"
Tercel,4,"['FBI_23', 'FBI_docs.txt']"
province,4,"['CIA_06', 'CIA_07', 'CIA_docs.txt']"
militants,4,"['CIA_06', 'CIA_docs.txt', 'FBI_19', 'FBI_docs.txt']"
weeks,4,"['FBI_23', 'FBI_docs.txt', 'NSA_19', 'NSA_docs.txt']"
Reginald,4,"['FBI_22', 'FBI_docs.txt']"
Lavender,4,"['FBI_22', 'FBI_docs.txt']"
Grove,4,"['FBI_22', 'FBI_docs.txt']"
Information,4,"['FBI_22', 'FBI_28', 'FBI_docs.txt']"
absence,4,"['FBI_20', 'FBI_32', 'FBI_docs.txt']"
resides,4,"['FBI_21', 'FBI_23', 'FBI_docs.txt']"
Co,4,"['FBI_20', 'FBI_docs.txt']"
Goodman,4,"['FBI_19', 'FBI_25', 'FBI_docs.txt']"
Almeda-Genoa,4,"['FBI_19', 'FBI_25', 'FBI_docs.txt']"
Billy,4,"['FBI_19', 'FBI_25', 'FBI_docs.txt']"
Jack,4,"['FBI_19', 'FBI_25', 'FBI_docs.txt']"
Hawkins,4,"['FBI_19', 'FBI_25', 'FBI_docs.txt']"
1212,4,"['FBI_19', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
Slade,4,"['FBI_19', 'FBI_25', 'FBI_docs.txt']"
others,4,"['CIA_07', 'CIA_37', 'CIA_docs.txt']"
blow,4,"['CIA_07', 'CIA_docs.txt', 'FBI_12', 'FBI_docs.txt']"
boat,4,"['FBI_19', 'FBI_docs.txt']"
Abdillah,4,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_docs.txt']"
Livernois,4,"['FBI_18', 'FBI_docs.txt']"
airlines,4,"['FBI_16', 'FBI_22', 'FBI_docs.txt']"
overseas,4,"['FBI_16', 'FBI_24', 'FBI_docs.txt']"
Madrid,4,"['FBI_16', 'FBI_24', 'FBI_docs.txt']"
766,4,"['FBI_18', 'FBI_docs.txt']"
Allah,4,"['CIA_37', 'CIA_docs.txt', 'FBI_26', 'FBI_docs.txt']"
used,4,"['CIA_16', 'CIA_docs.txt', 'FBI_04', 'FBI_docs.txt']"
Hezbollah,4,"['CIA_16', 'CIA_docs.txt', 'FBI_05', 'FBI_docs.txt']"
Most,4,"['CIA_37', 'CIA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
instructions,4,"['CIA_37', 'CIA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
HQ,4,"['CIA_37', 'CIA_docs.txt', 'FBI_31', 'FBI_docs.txt']"
S.,4,"['CIA_37', 'CIA_docs.txt', 'FBI_06', 'FBI_docs.txt']"
read,4,"['CIA_37', 'CIA_docs.txt', 'FBI_10', 'FBI_docs.txt']"
Yemeni,4,"['CIA_37', 'CIA_docs.txt', 'FBI_15', 'FBI_docs.txt']"
1986,4,"['CIA_17', 'CIA_31', 'CIA_docs.txt']"
shortly,4,"['CIA_17', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt']"
old,4,"['CIA_07', 'CIA_docs.txt', 'FBI_22', 'FBI_docs.txt']"
friend,4,"['CIA_07', 'CIA_docs.txt', 'NSA_15', 'NSA_docs.txt']"
doing,4,"['CIA_07', 'CIA_docs.txt', 'NSA_08', 'NSA_docs.txt']"
